,Pt,T,Vf,Im,Vu,Sig,Ach,IERange,Over,Temp,Charge,Total Charge,Charge Density,Charge Integral,Anodal Charge Integral,Cathodal Charge Integral,Anodal Charge Storage Capacity,Cathodal Charge Storage Capacity,Date,Time,Site
1632,472,94.6,3.30051E-001,2.05636e-10,0.00000E+000,3.30000E-001,9.99222E-004,4,..........a,-327.66,4.095938191876384e-08,-7.796331320662637e-06,-0.3898165660331318,0.002047969095938192,0.002047969095938192,0.0,0.23798079906159814,0.5009294113588227,2024-03-21,17:45:33,E06
1633,473,94.8,3.40073E-001,2.0766e-10,0.00000E+000,3.40000E-001,1.03592E-003,4,..........a,-327.66,4.1329682659365325e-08,-7.755001638003272e-06,-0.3877500819001636,0.002066484132968266,0.002066484132968266,0.0,0.23798079906159814,0.5009294113588227,2024-03-21,17:45:33,E06
1634,474,95,3.50002E-001,2.09065e-10,0.00000E+000,3.50000E-001,1.01922E-003,4,..........a,-327.66,4.1672583345166695e-08,-7.713329054658105e-06,-0.38566645273290523,0.0020836291672583344,0.0020836291672583344,0.0,0.23798079906159814,0.5009294113588227,2024-03-21,17:45:33,E06
1635,475,95.2,3.60040E-001,2.09292e-10,0.00000E+000,3.60000E-001,9.94822E-004,4,..........a,-327.66,4.1835783671567344e-08,-7.671493270986538e-06,-0.3835746635493269,0.002091789183578367,0.002091789183578367,0.0,0.23798079906159814,0.5009294113588227,2024-03-21,17:45:33,E06
1636,476,95.4,3.70026E-001,2.09876e-10,0.00000E+000,3.70000E-001,1.02552E-003,4,..........a,-327.66,4.191688383376767e-08,-7.62957638715277e-06,-0.38147881935763844,0.0020958441916883834,0.0020958441916883834,0.0,0.23798079906159814,0.5009294113588227,2024-03-21,17:45:33,E06
1637,477,95.6,3.80048E-001,2.11278e-10,0.00000E+000,3.80000E-001,1.01242E-003,4,..........a,-327.66,4.211548423096846e-08,-7.587460902921801e-06,-0.37937304514609,0.002105774211548423,0.002105774211548423,0.0,0.23798079906159814,0.5009294113588227,2024-03-21,17:45:33,E06
1638,478,95.8,3.90008E-001,2.11594e-10,0.00000E+000,3.90000E-001,9.96122E-004,4,..........a,-327.66,4.228728457456916e-08,-7.545173618347232e-06,-0.3772586809173616,0.0021143642287284577,0.0021143642287284577,0.0,0.23798079906159814,0.5009294113588227,2024-03-21,17:45:33,E06
1639,479,96,4.00064E-001,2.11638e-10,0.00000E+000,4.00000E-001,1.00672E-003,4,..........a,-327.66,4.23232846465693e-08,-7.502850333700662e-06,-0.37514251668503307,0.002116164232328465,0.002116164232328465,0.0,0.23798079906159814,0.5009294113588227,2024-03-21,17:45:33,E06
1640,480,96.2,4.09963E-001,2.12803e-10,0.00000E+000,4.10000E-001,9.83422E-004,4,..........a,-327.66,4.244418488836978e-08,-7.460406148812292e-06,-0.3730203074406146,0.002122209244418489,0.002122209244418489,0.0,0.23798079906159814,0.5009294113588227,2024-03-21,17:45:33,E06
1641,481,96.4,4.20040E-001,2.13795e-10,0.00000E+000,4.20000E-001,9.83522E-004,4,..........a,-327.66,4.265988531977065e-08,-7.417746263492522e-06,-0.37088731317462603,0.0021329942659885325,0.0021329942659885325,0.0,0.23798079906159814,0.5009294113588227,2024-03-21,17:45:33,E06
