,Pt,Time,Freq,Zreal,Zimag,Zsig,Zmod,Zphz,Idc,Vdc,IERange,Date,Site
1226,6,17:42:21,25171.88,2625.903,-1779.626,1,3172.134,-34.12627,2.491005E-008,-2.721565E-005,7,2024-04-24,E05
1227,7,17:42:21,20015.62,2911.839,-1943.3,1,3500.746,-33.7183,2.32458E-008,-3.247893E-005,7,2024-04-24,E05
1228,8,17:42:21,15890.62,3270.718,-2065,1,3868.052,-32.26666,1.210013E-008,-3.137356E-005,6,2024-04-24,E05
1229,9,17:42:21,12609.38,3613.525,-2203.376,1,4232.308,-31.37309,1.114034E-008,-2.959006E-005,6,2024-04-24,E05
1230,10,17:42:21,10078.13,3965.169,-2317.293,1,4592.648,-30.30253,1.04432E-008,-2.8808E-005,6,2024-04-24,E05
1231,11,17:42:21,8015.625,4333.919,-2415.059,1,4961.388,-29.12856,1.065401E-008,-2.236891E-005,6,2024-04-24,E05
1232,12,17:42:21,6328.125,4715.582,-2501.379,1,5337.941,-27.9437,1.038196E-008,-2.625028E-005,6,2024-04-24,E05
1233,13,17:42:21,5015.625,5091.756,-2579.513,1,5707.877,-26.86704,1.047728E-008,-2.346266E-005,6,2024-04-24,E05
1234,14,17:42:21,3984.375,5455.809,-2658.585,1,6069.096,-25.97971,1.065026E-008,-2.437672E-005,6,2024-04-24,E05
1235,15,17:42:21,3170.956,5811.778,-2749.514,1,6429.354,-25.31853,1.058759E-008,-2.087669E-005,6,2024-04-24,E05
1236,16,17:42:21,2527.573,6157.047,-2853.423,1,6786.107,-24.8649,1.011566E-008,-2.204077E-005,6,2024-04-24,E05
1237,17,17:42:21,1976.103,6534.274,-3004.633,1,7191.979,-24.69423,1.039366E-008,-2.138294E-005,6,2024-04-24,E05
1238,18,17:42:21,1577.524,6872.907,-3170.866,1,7569.098,-24.76659,9.619505E-009,-1.951969E-005,6,2024-04-24,E05
1239,19,17:42:21,1265.625,7212.602,-3375.774,1,7963.509,-25.08139,9.971572E-009,-2.306732E-005,6,2024-04-24,E05
1240,20,17:42:21,998.264,7586.398,-3650.838,1,8419.148,-25.69847,1.016136E-008,-2.202807E-005,6,2024-04-24,E05
1241,21,17:42:21,796.875,7940.062,-3977.052,1,8880.401,-26.60557,1.007158E-008,-2.483457E-005,6,2024-04-24,E05
1242,22,17:42:21,627.7902,8320.413,-4403.549,1,9413.847,-27.88987,9.720335E-009,-2.257051E-005,6,2024-04-24,E05
1243,23,17:42:21,505.5147,8679.357,-4885,1,9959.64,-29.3721,9.009263E-009,-2.513484E-005,6,2024-04-24,E05
1244,24,17:42:21,397.9953,9085.208,-5550.589,1,10646.6,-31.42276,8.936884E-009,-2.494798E-005,6,2024-04-24,E05
1245,25,17:42:21,315.5048,9498.099,-6362.865,1,11432.41,-33.8185,8.893622E-009,-2.644579E-005,6,2024-04-24,E05
1246,26,17:42:21,252.4038,9920.75,-7331.933,1,12336.07,-36.46626,8.951674E-009,-2.686538E-005,6,2024-04-24,E05
1247,27,17:42:21,198.6229,10414.64,-8628.73,1,13524.78,-39.6424,8.84892E-009,-2.762357E-005,6,2024-04-24,E05
1248,28,17:42:21,158.3615,10936.62,-10147.54,1,14919.19,-42.8567,8.852616E-009,-2.130228E-005,6,2024-04-24,E05
1249,29,17:42:21,125.558,11543.33,-12062.8,1,16696.1,-46.26063,8.764088E-009,-2.112079E-005,6,2024-04-24,E05
1250,30,17:42:21,100.4464,12211.28,-14313.34,1,18814.54,-49.53118,8.808867E-009,-1.941969E-005,6,2024-04-24,E05
1251,31,17:42:21,79.00281,13038.81,-17279.43,1,21646.92,-52.96233,8.803846E-009,-2.13015E-005,6,2024-04-24,E05
1252,32,17:42:21,63.3446,13916.33,-20609.52,1,24867.98,-55.97129,8.812187E-009,-2.191669E-005,6,2024-04-24,E05
1253,33,17:42:21,49.86702,15013.57,-25031.72,1,29188.94,-59.04544,8.745848E-009,-1.764517E-005,6,2024-04-24,E05
1254,34,17:42:21,39.72458,16204.03,-30180.83,1,34255.7,-61.76875,8.616778E-009,-2.309093E-005,6,2024-04-24,E05
1255,35,17:42:21,31.6723,17558.57,-36462.03,1,40469.53,-64.28651,8.690139E-009,-2.215061E-005,6,2024-04-24,E05
1256,36,17:42:21,24.93351,19213.79,-44644.34,1,48603.36,-66.71419,7.402178E-009,-3.089622E-005,5,2024-04-24,E05
1257,37,17:42:21,19.86229,21001.52,-54219.28,1,58144.59,-68.82642,6.864238E-009,3.708408E-005,5,2024-04-24,E05
1258,38,17:42:21,15.83615,23194.32,-66042.14,1,69996.72,-70.64848,6.907546E-009,3.776043E-005,5,2024-04-24,E05
1259,39,17:42:21,12.40079,26121.63,-81909.69,1,85974.05,-72.31211,6.910342E-009,3.920977E-005,5,2024-04-24,E05
1260,40,17:42:21,9.93114,29514.78,-99769.8,1,104043.9,-73.52027,6.990095E-009,3.619155E-005,5,2024-04-24,E05
1261,41,17:42:21,7.944915,33824.03,-121737.8,1,126349.3,-74.4724,6.988926E-009,3.843724E-005,5,2024-04-24,E05
1262,42,17:42:21,6.317385,39578.94,-149412.3,1,154565.6,-75.16327,7.002696E-009,3.872792E-005,5,2024-04-24,E05
1263,43,17:42:21,5.008013,47230.48,-183797.5,1,189768.9,-75.5885,6.95184E-009,3.611912E-005,5,2024-04-24,E05
1264,44,17:42:21,3.945707,57639.8,-227093.1,1,234293.9,-75.75817,6.927274E-009,3.69895E-005,5,2024-04-24,E05
1265,45,17:42:21,3.158693,70507.94,-276258.6,1,285114.3,-75.68237,6.905767E-009,4.25812E-005,5,2024-04-24,E05
1266,46,17:42:21,2.504006,88625.13,-338858.7,1,350256.5,-75.34316,6.885994E-009,3.84722E-005,5,2024-04-24,E05
1267,47,17:42:21,1.998082,111429.8,-411582.2,1,426399.4,-74.85116,6.832742E-009,4.061392E-005,5,2024-04-24,E05
1268,48,17:42:21,1.584686,142444,-500958.2,1,520816.1,-74.12727,6.664086E-009,1.670717E-005,4,2024-04-24,E05
1269,49,17:42:21,1.266892,181619.2,-603778.4,1,630502.9,-73.25848,6.605456E-009,1.437269E-005,4,2024-04-24,E05
1270,50,17:42:21,0.999041,236076.7,-733164.4,1,770235.2,-72.1516,6.541185E-009,1.80631E-005,4,2024-04-24,E05
1271,51,17:42:21,0.7923428,306091.1,-881751.6,1,933368.9,-70.85608,6.503392E-009,1.978212E-005,4,2024-04-24,E05
1272,52,17:42:21,0.6334459,393867.1,-1047610,1,1119204,-69.39538,6.464689E-009,1.89238E-005,4,2024-04-24,E05
1273,53,17:42:21,0.5040323,507397.2,-1242971,1,1342546,-67.79408,6.369924E-009,2.09973E-005,4,2024-04-24,E05
1274,54,17:42:21,0.400641,652934.3,-1464723,1,1603664,-65.97397,6.35843E-009,2.218362E-005,4,2024-04-24,E05
1275,55,17:42:21,0.316723,842020.1,-1715140,1,1910682,-63.85202,6.308167E-009,2.790572E-005,4,2024-04-24,E05
1276,56,17:42:21,0.2520161,1068189,-1983501,1,2252843,-61.69589,6.222579E-009,2.742958E-005,4,2024-04-24,E05
1277,57,17:42:21,0.2003205,1345595,-2271384,1,2640040,-59.357,6.122908E-009,2.600821E-005,4,2024-04-24,E05
1278,58,17:42:21,0.1588983,1676830,-2576956,1,3074486,-56.94787,6.023384E-009,2.33978E-005,4,2024-04-24,E05
1279,59,17:42:21,0.1260081,2060097,-2894744,1,3552962,-54.56176,5.927656E-009,2.445517E-005,4,2024-04-24,E05
1280,60,17:42:21,0.1001603,2488146,-3220760,1,4069910,-52.31271,5.800829E-009,2.179833E-005,4,2024-04-24,E05
1281,0,17:57:20,100078.1,1405.346,-760.8357,1,1598.083,-28.43052,3.083724E-008,-5.039125E-006,7,2024-04-24,E06
1282,1,17:57:20,79453.13,1494.572,-875.9832,1,1732.366,-30.37499,2.934954E-008,-3.635138E-006,7,2024-04-24,E06
1283,2,17:57:20,63140.62,1603.878,-1005.663,1,1893.089,-32.08853,2.727581E-008,-6.484377E-006,7,2024-04-24,E06
1284,3,17:57:20,50203.12,1736.158,-1147.612,1,2081.167,-33.46498,2.744157E-008,-6.014052E-006,7,2024-04-24,E06
1285,4,17:57:20,39890.62,1897.199,-1302.221,1,2301.118,-34.46536,2.787762E-008,-3.394547E-006,7,2024-04-24,E06
1286,5,17:57:20,31640.63,2089.936,-1466.541,1,2553.15,-35.05794,2.758853E-008,-3.596964E-006,7,2024-04-24,E06
1287,6,17:57:20,25171.88,2315.385,-1633.894,1,2833.835,-35.2094,2.617243E-008,-1.185944E-005,7,2024-04-24,E06
1288,7,17:57:20,20015.62,2576.997,-1798.463,1,3142.512,-34.91084,2.610619E-008,-4.803973E-006,7,2024-04-24,E06
1289,8,17:57:20,15890.62,2871.287,-1955.148,1,3473.744,-34.25216,2.57727E-008,-7.565679E-006,7,2024-04-24,E06
1290,9,17:57:20,12609.38,3194.024,-2098.926,1,3821.947,-33.31059,2.673801E-008,-8.027309E-006,7,2024-04-24,E06
1291,10,17:57:20,10078.13,3555.661,-2193.294,1,4177.71,-31.66818,1.065464E-008,-1.173765E-005,6,2024-04-24,E06
1292,11,17:57:20,8015.625,3906.258,-2301.506,1,4533.848,-30.50593,1.130581E-008,-1.024311E-005,6,2024-04-24,E06
1293,12,17:57:20,6328.125,4276.425,-2396.968,1,4902.374,-29.27096,1.126395E-008,-1.290728E-005,6,2024-04-24,E06
1294,13,17:57:20,5015.625,4636.71,-2482.187,1,5259.31,-28.16164,1.104453E-008,-9.164221E-006,6,2024-04-24,E06
1295,14,17:57:20,3984.375,4994.324,-2569.728,1,5616.651,-27.22717,1.102031E-008,-8.320516E-006,6,2024-04-24,E06
1296,15,17:57:20,3170.956,5345.801,-2658.896,1,5970.537,-26.44485,9.963927E-009,-1.112671E-005,6,2024-04-24,E06
1297,16,17:57:20,2527.573,5690.002,-2764.028,1,6325.818,-25.90906,1.039319E-008,-1.050715E-005,6,2024-04-24,E06
1298,17,17:57:20,1976.103,6065.222,-2905.414,1,6725.202,-25.59575,1.124894E-008,-7.961855E-006,6,2024-04-24,E06
1299,18,17:57:20,1577.524,6405.958,-3064.739,1,7101.332,-25.56739,1.122736E-008,-8.390838E-006,6,2024-04-24,E06
1300,19,17:57:20,1265.625,6748.011,-3249.731,1,7489.753,-25.7147,1.082731E-008,-9.598625E-006,6,2024-04-24,E06
1301,20,17:57:20,998.264,7116.746,-3494.901,1,7928.582,-26.15479,1.100817E-008,-1.290648E-005,6,2024-04-24,E06
1302,21,17:57:20,796.875,7473.828,-3786.488,1,8378.281,-26.86827,1.102407E-008,-1.424078E-005,6,2024-04-24,E06
1303,22,17:57:20,627.7902,7854.908,-4172.046,1,8894.13,-27.97451,1.070153E-008,-1.040481E-005,6,2024-04-24,E06
1304,23,17:57:20,505.5147,8212.905,-4602.033,1,9414.378,-29.26373,1.002957E-008,-1.292536E-005,6,2024-04-24,E06
1305,24,17:57:20,397.9953,8619.085,-5194.441,1,10063.34,-31.076,9.988044E-009,-9.063508E-006,6,2024-04-24,E06
1306,25,17:57:20,315.5048,9031.848,-5915.37,1,10796.57,-33.22262,9.977199E-009,-1.363935E-005,6,2024-04-24,E06
1307,26,17:57:20,252.4038,9455.818,-6775.345,1,11632.62,-35.6226,9.976619E-009,-9.361858E-006,6,2024-04-24,E06
1308,27,17:57:20,198.6229,9951.22,-7919.807,1,12718.11,-38.51497,9.987343E-009,-6.760398E-006,6,2024-04-24,E06
1309,28,17:57:20,158.3615,10472.96,-9255.269,1,13976.51,-41.46799,9.959217E-009,-7.33156E-006,6,2024-04-24,E06
1310,29,17:57:20,125.558,11073.76,-10931.65,1,15560.5,-44.62998,9.848071E-009,-1.299823E-005,6,2024-04-24,E06
1311,30,17:57:20,100.4464,11728.84,-12894.68,1,17430.96,-47.71075,9.890887E-009,-7.798233E-006,6,2024-04-24,E06
1312,31,17:57:20,79.00281,12531.38,-15469.54,1,19908.35,-50.99018,9.932386E-009,-5.758389E-006,6,2024-04-24,E06
1313,32,17:57:20,63.3446,13366.62,-18354.81,1,22706.07,-53.93658,9.926103E-009,-5.870184E-006,6,2024-04-24,E06
1314,33,17:57:20,49.86702,14387.35,-22162.74,1,26423.15,-57.00964,9.935777E-009,4.156318E-007,6,2024-04-24,E06
1315,34,17:57:20,39.72458,15479.17,-26611.99,1,30786.4,-59.81509,9.850363E-009,-1.126737E-005,6,2024-04-24,E06
1316,35,17:57:20,31.6723,16684.16,-32026.09,1,36111.37,-62.48251,9.913028E-009,-8.56792E-006,6,2024-04-24,E06
1317,36,17:57:20,24.93351,18101.84,-39082.44,1,43071.03,-65.1478,8.495213E-009,-1.727278E-005,5,2024-04-24,E06
1318,37,17:57:20,19.86229,19571.08,-47357.99,1,51242.63,-67.54674,7.9596E-009,5.346677E-005,5,2024-04-24,E06
1319,38,17:57:20,15.83615,21324.09,-57592.74,1,61413.68,-69.6826,8.004454E-009,5.396031E-005,5,2024-04-24,E06
1320,39,17:57:20,12.40079,23574.85,-71402.61,1,75193.79,-71.72844,8.061178E-009,5.407756E-005,5,2024-04-24,E06
1321,40,17:57:20,9.93114,26075.82,-86981.35,1,90805.86,-73.31199,8.153339E-009,5.336177E-005,5,2024-04-24,E06
1322,41,17:57:20,7.944915,29137.34,-106248.7,1,110171.6,-74.66439,8.155958E-009,5.168598E-005,5,2024-04-24,E06
1323,42,17:57:20,6.317385,33127.58,-130669.2,1,134803.1,-75.77396,8.193769E-009,4.967326E-005,5,2024-04-24,E06
1324,43,17:57:20,5.008013,38252.65,-161220.5,1,165696.5,-76.65231,8.186893E-009,4.749373E-005,5,2024-04-24,E06
1325,44,17:57:20,3.945707,45029.32,-200076.6,1,205081.1,-77.31632,8.181301E-009,5.027869E-005,5,2024-04-24,E06
1326,45,17:57:20,3.158693,53171.44,-244713.3,1,250423.3,-77.74129,8.162465E-009,5.049548E-005,5,2024-04-24,E06
1327,46,17:57:20,2.504006,64470.42,-302280.3,1,309079,-77.96033,8.187305E-009,5.28396E-005,5,2024-04-24,E06
1328,47,17:57:20,1.998082,78411.41,-370417.5,1,378625.8,-78.04784,8.136154E-009,5.542347E-005,5,2024-04-24,E06
1329,48,17:57:20,1.584686,97158.2,-456114,1,466347.2,-77.97499,8.113678E-009,5.045719E-005,5,2024-04-24,E06
1330,49,17:57:20,1.266892,121009.3,-556910.3,1,569905.5,-77.74094,7.943887E-009,2.004251E-005,4,2024-04-24,E06
1331,50,17:57:20,0.999041,154299.8,-687581.3,1,704681.8,-77.35181,7.913374E-009,2.711211E-005,4,2024-04-24,E06
1332,51,17:57:20,0.7923428,197524.7,-843069.3,1,865899.4,-76.81387,7.884965E-009,2.474729E-005,4,2024-04-24,E06
1333,52,17:57:20,0.6334459,252855.6,-1024635,1,1055374,-76.13773,7.843115E-009,2.190889E-005,4,2024-04-24,E06
1334,53,17:57:20,0.5040323,327068.9,-1248086,1,1290230,-75.31548,7.813311E-009,2.459883E-005,4,2024-04-24,E06
1335,54,17:57:20,0.400641,428044.9,-1517215,1,1576440,-74.24489,7.771114E-009,2.416703E-005,4,2024-04-24,E06
1336,55,17:57:20,0.316723,563495.1,-1847844,1,1931852,-73.04105,7.710508E-009,2.349024E-005,4,2024-04-24,E06
1337,56,17:57:20,0.2520161,744092.2,-2228112,1,2349076,-71.53293,7.63366E-009,2.440896E-005,4,2024-04-24,E06
1338,57,17:57:20,0.2003205,981230,-2679827,1,2853819,-69.88959,7.58809E-009,2.667112E-005,4,2024-04-24,E06
1339,58,17:57:20,0.1588983,1305238,-3197519,1,3453661,-67.79456,7.517208E-009,2.671962E-005,4,2024-04-24,E06
1340,59,17:57:20,0.1260081,1736379,-3801331,1,4179130,-65.44995,7.463107E-009,2.137007E-005,4,2024-04-24,E06
1341,60,17:57:20,0.1001603,2302426,-4449878,1,5010248,-62.64235,7.409335E-009,2.02653E-005,4,2024-04-24,E06
1342,0,18:24:03,100078.1,1254.236,-694.1041,1,1433.489,-28.96048,2.698356E-008,-2.849452E-005,7,2024-04-24,E08
1343,1,18:24:03,79453.13,1334.182,-799.1827,1,1555.228,-30.92186,2.547545E-008,-2.637888E-005,7,2024-04-24,E08
1344,2,18:24:03,63140.62,1431.784,-918.1127,1,1700.864,-32.66948,2.327059E-008,-2.416096E-005,7,2024-04-24,E08
1345,3,18:24:03,50203.12,1550.298,-1050.504,1,1872.694,-34.12214,2.221107E-008,-2.622268E-005,7,2024-04-24,E08
1346,4,18:24:03,39890.62,1693.139,-1193.899,1,2071.742,-35.18917,2.122354E-008,-2.249538E-005,7,2024-04-24,E08
1347,5,18:24:03,31640.63,1866.141,-1349.61,1,2303.026,-35.8748,2.086416E-008,-1.645789E-005,7,2024-04-24,E08
1348,6,18:24:03,25171.88,2067.038,-1507.276,1,2558.227,-36.09939,1.868733E-008,-2.341795E-005,7,2024-04-24,E08
1349,7,18:24:03,20015.62,2303.13,-1670.815,1,2845.352,-35.95917,2.271085E-008,-1.779296E-005,7,2024-04-24,E08
1350,8,18:24:03,15890.62,2567.339,-1828.208,1,3151.757,-35.45475,1.958718E-008,-2.196103E-005,7,2024-04-24,E08
1351,9,18:24:03,12609.38,2865.727,-1979.772,1,3483.086,-34.63845,2.077516E-008,-1.927969E-005,7,2024-04-24,E08
1352,10,18:24:03,10078.13,3176.873,-2109.726,1,3813.589,-33.58769,2.013724E-008,-1.841094E-005,7,2024-04-24,E08
1353,11,18:24:03,8015.625,3531.917,-2210.795,1,4166.779,-32.04441,9.207731E-009,-2.340563E-005,6,2024-04-24,E08
1354,12,18:24:03,6328.125,3889.377,-2325.933,1,4531.801,-30.88035,8.826747E-009,-2.445635E-005,6,2024-04-24,E08
1355,13,18:24:03,5015.625,4245.486,-2428.746,1,4891.11,-29.7729,9.005371E-009,-2.39267E-005,6,2024-04-24,E08
1356,14,18:24:03,3984.375,4603.556,-2526.991,1,5251.515,-28.76333,9.52434E-009,-1.953607E-005,6,2024-04-24,E08
1357,15,18:24:03,3170.956,4958.318,-2626.188,1,5610.863,-27.90807,8.58937E-009,-2.540876E-005,6,2024-04-24,E08
1358,16,18:24:03,2527.573,5309.439,-2731.074,1,5970.671,-27.22042,8.908628E-009,-2.116342E-005,6,2024-04-24,E08
1359,17,18:24:03,1976.103,5687.856,-2862.26,1,6367.436,-26.71259,8.841749E-009,-2.504787E-005,6,2024-04-24,E08
1360,18,18:24:03,1577.524,6032.502,-3010.781,1,6742.098,-26.52348,8.877687E-009,-2.424076E-005,6,2024-04-24,E08
1361,19,18:24:03,1265.625,6367.504,-3181.575,1,7118.113,-26.54938,8.898468E-009,-2.532748E-005,6,2024-04-24,E08
1362,20,18:24:03,998.264,6723.867,-3412.648,1,7540.329,-26.90973,8.82318E-009,-2.338743E-005,6,2024-04-24,E08
1363,21,18:24:03,796.875,7064.563,-3692.212,1,7971.229,-27.5933,8.719087E-009,-1.817202E-005,6,2024-04-24,E08
1364,22,18:24:03,627.7902,7428.806,-4066.311,1,8468.887,-28.69501,8.098775E-009,-2.445333E-005,6,2024-04-24,E08
1365,23,18:24:03,505.5147,7762.618,-4497.21,1,8971.239,-30.08551,7.641587E-009,-2.518483E-005,6,2024-04-24,E08
1366,24,18:24:03,397.9953,8148.722,-5092.301,1,9609.02,-32.0021,7.676821E-009,-2.546548E-005,6,2024-04-24,E08
1367,25,18:24:03,315.5048,8549.703,-5819.078,1,10342.1,-34.23989,7.689862E-009,-2.578335E-005,6,2024-04-24,E08
1368,26,18:24:03,252.4038,8968.917,-6684.23,1,11185.72,-36.69592,7.679255E-009,-2.564694E-005,6,2024-04-24,E08
1369,27,18:24:03,198.6229,9468.603,-7827.397,1,12285.05,-39.57947,7.626303E-009,-2.693807E-005,6,2024-04-24,E08
1370,28,18:24:03,158.3615,10000.63,-9153.009,1,13556.93,-42.46609,7.717199E-009,-2.671866E-005,6,2024-04-24,E08
1371,29,18:24:03,125.558,10617.38,-10805.86,1,15149.1,-45.50407,7.624373E-009,-2.673621E-005,6,2024-04-24,E08
1372,30,18:24:03,100.4464,11291.08,-12732.96,1,17018.13,-48.43467,7.61003E-009,-2.629334E-005,6,2024-04-24,E08
1373,31,18:24:03,79.00281,12114.06,-15252.15,1,19477.64,-51.54155,7.695895E-009,-2.311736E-005,6,2024-04-24,E08
