,Pt,Time,Freq,Zreal,Zimag,Zsig,Zmod,Zphz,Idc,Vdc,IERange,Date,Site
403,37,20:05:25,19.86229,5162023,-1.531002E+007,1,1.615683E+007,-71.36763,-4.897792E-012,0.0001494,3,2024-04-01,E08
404,38,20:05:25,15.83615,6432425,-1.828746E+007,1,1.938575E+007,-70.6212,-4.091497E-012,0.0001555,3,2024-04-01,E08
405,39,20:05:25,12.40079,8181066,-2.206981E+007,1,2.353734E+007,-69.66074,-3.813312E-012,0.0001545,3,2024-04-01,E08
406,40,20:05:25,9.93114,1.021156E+007,-2.605232E+007,1,2.798212E+007,-68.59663,-2.202741E-012,0.000154,3,2024-04-01,E08
407,41,20:05:25,7.944915,1.267571E+007,-3.06581E+007,1,3.317518E+007,-67.53717,-1.743772E-012,0.0001518,3,2024-04-01,E08
408,42,20:05:25,6.317385,1.570498E+007,-3.596512E+007,1,3.924457E+007,-66.41043,-8.151275E-013,0.0001519,3,2024-04-01,E08
409,43,20:05:25,5.008013,1.962297E+007,-4.209876E+007,1,4.644746E+007,-65.00895,-2.911028E-012,3.549596E-005,2,2024-04-01,E08
410,44,20:05:25,3.945707,2.371E+007,-4.92685E+007,1,5.467677E+007,-64.30125,-2.591171E-012,3.285722E-005,2,2024-04-01,E08
411,45,20:05:25,3.158693,2.782489E+007,-5.69998E+007,1,6.342872E+007,-63.98032,-2.335552E-012,3.14952E-005,2,2024-04-01,E08
412,46,20:05:25,2.504006,3.242596E+007,-6.658054E+007,1,7.405681E+007,-64.03305,-2.262054E-012,3.657807E-005,2,2024-04-01,E08
413,47,20:05:25,1.998082,3.70553E+007,-7.781109E+007,1,8.618388E+007,-64.53521,-2.05227E-012,3.722649E-005,2,2024-04-01,E08
414,48,20:05:25,1.584686,4.215182E+007,-9.199942E+007,1,1.011962E+008,-65.38394,-1.836127E-012,3.649667E-005,2,2024-04-01,E08
415,49,20:05:25,1.266892,4.762599E+007,-1.089653E+008,1,1.189187E+008,-66.39107,-1.679994E-012,3.547731E-005,2,2024-04-01,E08
416,50,20:05:25,0.999041,5.432017E+007,-1.312388E+008,1,1.420363E+008,-67.51517,-1.542385E-012,3.529293E-005,2,2024-04-01,E08
417,51,20:05:25,0.7923428,6.204546E+007,-1.581992E+008,1,1.699312E+008,-68.58497,-1.438818E-012,3.703364E-005,2,2024-04-01,E08
418,52,20:05:25,0.6334459,7.101634E+007,-1.902707E+008,1,2.030917E+008,-69.53249,-1.305432E-012,3.552689E-005,2,2024-04-01,E08
419,53,20:05:25,0.5040323,8.22001E+007,-2.302416E+008,1,2.444751E+008,-70.35259,-1.202001E-012,3.246604E-005,2,2024-04-01,E08
420,54,20:05:25,0.400641,9.614414E+007,-2.795994E+008,1,2.956679E+008,-71.02376,-1.073555E-012,2.944993E-005,2,2024-04-01,E08
421,55,20:05:25,0.316723,1.140587E+008,-3.417146E+008,1,3.602475E+008,-71.54184,-9.471849E-013,3.284052E-005,2,2024-04-01,E08
422,56,20:05:25,0.2520161,1.356473E+008,-4.159753E+008,1,4.375336E+008,-71.93913,-8.687071E-013,0.0000968,1,2024-04-01,E08
423,57,20:05:25,0.2003205,1.628712E+008,-5.074569E+008,1,5.329536E+008,-72.20567,-7.471384E-013,9.091866E-005,1,2024-04-01,E08
424,58,20:05:25,0.1588983,1.971963E+008,-6.193643E+008,1,6.499988E+008,-72.33931,-7.108561E-013,9.308755E-005,1,2024-04-01,E08
425,59,20:05:25,0.1260081,2.408503E+008,-7.565804E+008,1,7.939916E+008,-72.34161,-6.494753E-013,9.151783E-005,1,2024-04-01,E08
426,60,20:05:25,0.1001603,2.941453E+008,-9.224614E+008,1,9.682234E+008,-72.31408,-5.101896E-013,0.0000983,1,2024-04-01,E08
427,0,19:59:54,100078.1,5403.515,-9251.772,1,10714.16,-59.71286,-1.632907E-010,3.16096E-006,7,2024-04-01,E09
428,1,19:59:54,79453.13,5633.444,-11242.71,1,12575.14,-63.38568,-4.152032E-010,8.113951E-006,7,2024-04-01,E09
429,2,19:59:54,63140.62,6010.859,-13727.07,1,14985.42,-66.35218,-4.953784E-010,3.981135E-006,6,2024-04-01,E09
430,3,19:59:54,50203.12,6340.477,-16883.45,1,18034.76,-69.41664,-5.180387E-010,5.605292E-006,6,2024-04-01,E09
431,4,19:59:54,39890.62,6738.375,-20858.75,1,21920.16,-72.09706,-5.530454E-010,-2.681609E-007,6,2024-04-01,E09
432,5,19:59:54,31640.63,7243.635,-25875.55,1,26870.33,-74.36087,-5.422618E-010,1.266981E-006,6,2024-04-01,E09
433,6,19:59:54,25171.88,7880.478,-32048.28,1,33002.95,-76.18539,-4.598268E-010,-4.434536E-006,6,2024-04-01,E09
434,7,19:59:54,20015.62,8713.234,-39758.7,1,40702.27,-77.63889,-4.522993E-010,-1.831468E-006,6,2024-04-01,E09
435,8,19:59:54,15890.62,9736.49,-49382.51,1,50333.21,-78.84635,-6.185114E-010,2.520937E-006,6,2024-04-01,E09
436,9,19:59:54,12609.38,11097.03,-61424.01,1,62418.37,-79.75925,-5.161833E-010,4.79829E-006,6,2024-04-01,E09
437,10,19:59:54,10078.13,12714.6,-75829.63,1,76888.19,-80.48158,-2.491669E-010,6.274044E-006,6,2024-04-01,E09
438,11,19:59:54,8015.625,15041.27,-93788.19,1,94986.65,-80.88878,-6.02196E-010,1.674856E-006,6,2024-04-01,E09
439,12,19:59:54,6328.125,19055.04,-116963,1,118505.1,-80.74695,-1.086351E-010,3.189271E-007,5,2024-04-01,E09
440,13,19:59:54,5015.625,22883.68,-145211.9,1,147004,-81.04452,-1.142135E-010,1.751054E-006,5,2024-04-01,E09
441,14,19:59:54,3984.375,27926.35,-179901.2,1,182055.8,-81.17632,-1.133226E-010,-1.474022E-006,5,2024-04-01,E09
442,15,19:59:54,3170.956,34311.21,-222222.5,1,224855.7,-81.22282,-9.552371E-011,1.642431E-006,5,2024-04-01,E09
443,16,19:59:54,2527.573,42317.91,-273773.3,1,277024.6,-81.21317,-1.224625E-010,-2.388842E-006,5,2024-04-01,E09
444,17,19:59:54,1976.103,54215.88,-343179,1,347435.1,-81.02253,-1.469536E-010,-8.239949E-007,5,2024-04-01,E09
445,18,19:59:54,1577.524,67321.72,-421664.8,1,427005.2,-80.92889,-8.38952E-011,-2.28882E-006,5,2024-04-01,E09
446,19,19:59:54,1265.625,84849.85,-515064.5,1,522006.6,-80.64532,-9.050484E-011,-7.279428E-006,5,2024-04-01,E09
447,20,19:59:54,998.264,105734.8,-640506.8,1,649175.4,-80.62616,-1.383219E-010,-1.759763E-006,5,2024-04-01,E09
448,21,19:59:54,796.875,134173.4,-780521.5,1,791969.9,-80.24606,-5.743934E-011,-1.820037E-006,5,2024-04-01,E09
449,22,19:59:54,627.7902,181590.6,-964238,1,981188,-79.33466,-1.261499E-011,-1.071943E-006,4,2024-04-01,E09
450,23,19:59:54,505.5147,225237.3,-1168705,1,1190211,-79.09148,-2.036102E-011,-9.359057E-006,4,2024-04-01,E09
451,24,19:59:54,397.9953,286059.4,-1443671,1,1471739,-78.79218,-2.052882E-011,-7.169871E-006,4,2024-04-01,E09
452,25,19:59:54,315.5048,361426.2,-1770859,1,1807366,-78.46456,-1.967185E-011,-7.217568E-006,4,2024-04-01,E09
453,26,19:59:54,252.4038,453370,-2152722,1,2199945,-78.10712,-1.858822E-011,-3.389468E-006,4,2024-04-01,E09
454,27,19:59:54,198.6229,578404.6,-2651631,1,2713982,-77.69473,-1.877772E-011,-4.481233E-006,4,2024-04-01,E09
455,28,19:59:54,158.3615,731009.4,-3226373,1,3308150,-77.23386,-1.715839E-011,-1.581218E-006,4,2024-04-01,E09
456,29,19:59:54,125.558,928439.6,-3937282,1,4045267,-76.73163,-1.803207E-011,-5.827103E-006,4,2024-04-01,E09
457,30,19:59:54,100.4464,1169739,-4759732,1,4901361,-76.19276,-1.623403E-011,-1.950881E-006,4,2024-04-01,E09
458,31,19:59:54,79.00281,1499279,-5831535,1,6021182,-75.5816,-1.657183E-011,-4.654274E-006,4,2024-04-01,E09
459,32,19:59:54,63.3446,1942590,-6983727,1,7248869,-74.45559,-1.478952E-011,9.130323E-005,3,2024-04-01,E09
460,33,19:59:54,49.86702,2468629,-8521445,1,8871818,-73.8439,-1.406351E-011,9.45392E-005,3,2024-04-01,E09
461,34,19:59:54,39.72458,3095810,-1.025545E+007,1,1.071253E+007,-73.20252,-1.469525E-011,8.857925E-005,3,2024-04-01,E09
462,35,19:59:54,31.6723,3886049,-1.231006E+007,1,1.290887E+007,-72.48009,-1.368276E-011,9.279152E-005,3,2024-04-01,E09
463,36,19:59:54,24.93351,4932537,-1.489139E+007,1,1.568705E+007,-71.67337,-1.333465E-011,8.943742E-005,3,2024-04-01,E09
464,37,19:59:54,19.86229,6164598,-1.779515E+007,1,1.883267E+007,-70.89288,-1.709483E-011,0.0001519,3,2024-04-01,E09
465,38,19:59:54,15.83615,7679278,-2.118227E+007,1,2.253131E+007,-70.07273,-1.678145E-011,0.0001471,3,2024-04-01,E09
466,39,19:59:54,12.40079,9.74893E+006,-2.551233E+007,1,2.731155E+007,-69.08684,-1.639729E-011,0.0001501,3,2024-04-01,E09
467,40,19:59:54,9.93114,1.214713E+007,-3.013138E+007,1,3.248773E+007,-68.04373,-1.547277E-011,0.0001502,3,2024-04-01,E09
468,41,19:59:54,7.944915,1.505494E+007,-3.54598E+007,1,3.852335E+007,-66.99568,-1.503282E-011,0.0001542,3,2024-04-01,E09
469,42,19:59:54,6.317385,1.909158E+007,-4.167977E+007,1,4.584421E+007,-65.38967,-1.619113E-011,4.236953E-005,2,2024-04-01,E09
470,43,19:59:54,5.008013,2.368572E+007,-4.891089E+007,1,5.434416E+007,-64.16083,-1.578994E-011,3.849648E-005,2,2024-04-01,E09
471,44,19:59:54,3.945707,2.935571E+007,-5.722071E+007,1,6.431149E+007,-62.841,-1.537996E-011,3.931427E-005,2,2024-04-01,E09
472,45,19:59:54,3.158693,3.553276E+007,-6.580264E+007,1,7.478345E+007,-61.6314,-1.496259E-011,3.595044E-005,2,2024-04-01,E09
473,46,19:59:54,2.504006,4.288008E+007,-7.571797E+007,1,8.701674E+007,-60.47655,-1.462432E-011,3.656218E-005,2,2024-04-01,E09
474,47,19:59:54,1.998082,5.049429E+007,-8.656012E+007,1,1.002114E+008,-59.74312,-1.420527E-011,3.808608E-005,2,2024-04-01,E09
475,48,19:59:54,1.584686,5.877461E+007,-9.942269E+007,1,1.15496E+008,-59.41016,-1.379335E-011,3.70151E-005,2,2024-04-01,E09
476,49,19:59:54,1.266892,6.721862E+007,-1.142531E+008,1,1.325599E+008,-59.5304,-1.340723E-011,4.15785E-005,2,2024-04-01,E09
477,50,19:59:54,0.999041,7.676202E+007,-1.334554E+008,1,1.539569E+008,-60.09297,-1.308881E-011,4.164556E-005,2,2024-04-01,E09
478,51,19:59:54,0.7923428,8.71919E+007,-1.566267E+008,1,1.792605E+008,-60.89592,-1.277474E-011,4.63584E-005,2,2024-04-01,E09
479,52,19:59:54,0.6334459,9.878141E+007,-1.841651E+008,1,2.089845E+008,-61.79203,-1.239304E-011,4.594995E-005,2,2024-04-01,E09
480,53,19:59:54,0.5040323,1.129298E+008,-2.187909E+008,1,2.462166E+008,-62.69931,-1.203782E-011,4.438843E-005,2,2024-04-01,E09
481,54,19:59:54,0.400641,1.30673E+008,-2.614796E+008,1,2.923132E+008,-63.44666,-1.166528E-011,3.954675E-005,2,2024-04-01,E09
482,55,19:59:54,0.316723,1.531622E+008,-3.145164E+008,1,3.498275E+008,-64.03499,-1.125219E-011,3.894257E-005,2,2024-04-01,E09
483,56,19:59:54,0.2520161,1.814413E+008,-3.767576E+008,1,4.181713E+008,-64.28517,-1.084741E-011,4.470371E-005,2,2024-04-01,E09
484,57,19:59:54,0.2003205,2.17463E+008,-4.513773E+008,1,5.010306E+008,-64.27633,-1.047275E-011,4.44773E-005,2,2024-04-01,E09
485,58,19:59:54,0.1588983,2.637739E+008,-5.401742E+008,1,6.011363E+008,-63.97316,-1.017916E-011,0.0001461,1,2024-04-01,E09
486,59,19:59:54,0.1260081,3.238521E+008,-6.448092E+008,1,7.21567E+008,-63.33215,-9.875711E-012,0.0001468,1,2024-04-01,E09
487,60,19:59:54,0.1001603,3.988226E+008,-7.661341E+008,1,8.63725E+008,-62.50009,-9.598448E-012,0.0001427,1,2024-04-01,E09
488,0,19:49:46,100078.1,5374.681,-7647.069,1,9346.918,-54.89884,-6.841425E-010,4.803056E-006,7,2024-04-01,E10
489,1,19:49:46,79453.13,5514.252,-9285.627,1,10799.53,-59.29612,-7.427463E-010,2.961671E-006,7,2024-04-01,E10
490,2,19:49:46,63140.62,5768.979,-11344.92,1,12727.47,-63.04632,-4.711573E-010,3.170164E-006,6,2024-04-01,E10
491,3,19:49:46,50203.12,5957.178,-13995.36,1,15210.46,-66.94279,-5.657004E-010,-2.4564E-006,6,2024-04-01,E10
492,4,19:49:46,39890.62,6197.834,-17336.63,1,18411.19,-70.32806,-3.497385E-010,8.428033E-007,6,2024-04-01,E10
493,5,19:49:46,31640.63,6495.716,-21555.64,1,22513.1,-73.23,-3.586451E-010,6.068592E-006,6,2024-04-01,E10
494,6,19:49:46,25171.88,6891.204,-26812.38,1,27683.79,-75.58606,-5.752392E-010,4.735819E-006,6,2024-04-01,E10
495,7,19:49:46,20015.62,7364.606,-33397.6,1,34199.96,-77.56454,-2.79323E-010,1.878718E-006,6,2024-04-01,E10
496,8,19:49:46,15890.62,7986.168,-41621.19,1,42380.45,-79.13824,-3.152525E-010,3.650612E-006,6,2024-04-01,E10
497,9,19:49:46,12609.38,8821.855,-52026.53,1,52769.17,-80.37621,-3.817462E-010,3.367051E-006,6,2024-04-01,E10
498,10,19:49:46,10078.13,9844.33,-64431.32,1,65179.03,-81.31307,-3.292706E-010,4.59986E-007,6,2024-04-01,E10
499,11,19:49:46,8015.625,11301.29,-80236.98,1,81028.96,-81.98269,-2.945472E-010,3.511566E-006,6,2024-04-01,E10
500,12,19:49:46,6328.125,14013.26,-100378.6,1,101352,-82.05264,-4.95215E-011,-8.687344E-006,5,2024-04-01,E10
501,13,19:49:46,5015.625,16386.63,-125291.3,1,126358.3,-82.54868,-9.447932E-011,-8.202929E-006,5,2024-04-01,E10
502,14,19:49:46,3984.375,19758.41,-156060.3,1,157306.1,-82.78431,-1.200264E-010,-5.919245E-006,5,2024-04-01,E10
503,15,19:49:46,3170.956,23914.28,-193765.1,1,195235.3,-82.9642,-9.343062E-011,-8.09117E-006,5,2024-04-01,E10
504,16,19:49:46,2527.573,29093.62,-240115.8,1,241871.9,-83.09144,-1.080555E-010,-8.221614E-006,5,2024-04-01,E10
505,17,19:49:46,1976.103,38090.05,-303167.7,1,305551.2,-82.83887,-3.53492E-011,-5.900525E-006,5,2024-04-01,E10
506,18,19:49:46,1577.524,47553.06,-374057.1,1,377067.6,-82.75497,-1.034222E-010,-6.991988E-006,5,2024-04-01,E10
507,19,19:49:46,1265.625,60776.22,-458969.2,1,462975.6,-82.45684,-7.279323E-011,-1.218804E-005,5,2024-04-01,E10
508,20,19:49:46,998.264,78804.31,-574649.9,1,580028.1,-82.19147,-9.779977E-011,-1.085004E-005,5,2024-04-01,E10
509,21,19:49:46,796.875,103248.5,-703753.2,1,711286.8,-81.65361,-6.458795E-011,-1.235056E-005,5,2024-04-01,E10
510,22,19:49:46,627.7902,140393.3,-875060.6,1,886251.3,-80.88523,4.90144E-012,-4.458255E-006,4,2024-04-01,E10
511,23,19:49:46,505.5147,178792.8,-1065636,1,1080531,-80.4756,-1.446059E-012,-7.43875E-006,4,2024-04-01,E10
512,24,19:49:46,397.9953,234445.9,-1322310,1,1342933,-79.94593,-8.944442E-013,-7.018031E-006,4,2024-04-01,E10
513,25,19:49:46,315.5048,306231,-1627878,1,1656431,-79.34621,-6.303924E-013,-3.784946E-006,4,2024-04-01,E10
514,26,19:49:46,252.4038,396871.5,-1983921,1,2023228,-78.68764,6.800775E-013,-3.060208E-006,4,2024-04-01,E10
515,27,19:49:46,198.6229,525549.5,-2447205,1,2503001,-77.87954,-1.460811E-013,-7.281124E-006,4,2024-04-01,E10
516,28,19:49:46,158.3615,686664.6,-2978361,1,3056492,-77.01725,1.600858E-012,-1.856079E-006,4,2024-04-01,E10
517,29,19:49:46,125.558,902598.4,-3630685,1,3741198,-76.03912,2.206534E-013,-7.136128E-006,4,2024-04-01,E10
518,30,19:49:46,100.4464,1174014,-4377861,1,4532547,-74.98816,1.247234E-012,-8.125062E-007,4,2024-04-01,E10
519,31,19:49:46,79.00281,1556876,-5333523,1,5556108,-73.72727,2.09354E-012,-7.036142E-007,4,2024-04-01,E10
520,32,19:49:46,63.3446,2070436,-6340814,1,6670279,-71.91683,1.348984E-012,9.109994E-005,3,2024-04-01,E10
521,33,19:49:46,49.86702,2711208,-7638559,1,8105444,-70.45834,1.367853E-012,9.058062E-005,3,2024-04-01,E10
522,34,19:49:46,39.72458,3486618,-9029523,1,9.679297E+006,-68.88666,1.081581E-012,8.79303E-005,3,2024-04-01,E10
523,35,19:49:46,31.6723,4428341,-1.05874E+007,1,1.147621E+007,-67.30215,1.520434E-012,8.808218E-005,3,2024-04-01,E10
524,36,19:49:46,24.93351,5605209,-1.2402E+007,1,1.360984E+007,-65.67892,1.053999E-012,8.813608E-005,3,2024-04-01,E10
525,37,19:49:46,19.86229,6843492,-1.434638E+007,1,1.589503E+007,-64.49798,-4.528995E-012,0.000147,3,2024-04-01,E10
526,38,19:49:46,15.83615,8169480,-1.647897E+007,1,1.839285E+007,-63.63,-2.534209E-012,0.0001482,3,2024-04-01,E10
527,39,19:49:46,12.40079,9.695429E+006,-1.91657E+007,1,2.147849E+007,-63.16634,-1.80106E-012,0.0001505,3,2024-04-01,E10
528,40,19:49:46,9.93114,1.108531E+007,-2.207409E+007,1,2.47012E+007,-63.33482,-3.381947E-013,0.000149,3,2024-04-01,E10
529,41,19:49:46,7.944915,1.251833E+007,-2.567576E+007,1,2.85649E+007,-64.00825,-6.039657E-014,0.0001529,3,2024-04-01,E10
530,42,19:49:46,6.317385,1.405034E+007,-3.020757E+007,1,3.33153E+007,-65.05562,5.634477E-013,0.0001536,3,2024-04-01,E10
531,43,19:49:46,5.008013,1.57631E+007,-3.595384E+007,1,3.925753E+007,-66.3261,7.495569E-013,0.0001535,3,2024-04-01,E10
532,44,19:49:46,3.945707,1.799263E+007,-4.334108E+007,1,4.692743E+007,-67.45469,-1.328536E-012,3.413252E-005,2,2024-04-01,E10
533,45,19:49:46,3.158693,2.0166E+007,-5.187286E+007,1,5.565484E+007,-68.756,-1.191669E-012,3.390686E-005,2,2024-04-01,E10
534,46,19:49:46,2.504006,2.29092E+007,-6.284188E+007,1,6.688746E+007,-69.97052,-1.102211E-012,3.083812E-005,2,2024-04-01,E10
535,47,19:49:46,1.998082,2.61108E+007,-7.592466E+007,1,8.028903E+007,-71.0217,-1.008086E-012,3.617231E-005,2,2024-04-01,E10
536,48,19:49:46,1.584686,3.014124E+007,-9.24008E+007,1,9.71926E+007,-71.93362,-8.994885E-013,3.859082E-005,2,2024-04-01,E10
537,49,19:49:46,1.266892,3.499037E+007,-1.118118E+008,1,1.171589E+008,-72.62302,-8.029371E-013,3.347051E-005,2,2024-04-01,E10
538,50,19:49:46,0.999041,4.138355E+007,-1.369808E+008,1,1.430956E+008,-73.1898,-7.968405E-013,3.78645E-005,2,2024-04-01,E10
539,51,19:49:46,0.7923428,4.927509E+007,-1.668532E+008,1,1.739771E+008,-73.54707,-7.070024E-013,4.101491E-005,2,2024-04-01,E10
540,52,19:49:46,0.6334459,5.876338E+007,-2.018002E+008,1,2.101819E+008,-73.76466,-6.345588E-013,3.970606E-005,2,2024-04-01,E10
541,53,19:49:46,0.5040323,7.058054E+007,-2.447739E+008,1,2.547467E+008,-73.91508,-5.821147E-013,3.530805E-005,2,2024-04-01,E10
542,54,19:49:46,0.400641,8.528728E+007,-2.972789E+008,1,3.092712E+008,-73.99218,-5.201183E-013,3.582254E-005,2,2024-04-01,E10
543,55,19:49:46,0.316723,1.035141E+008,-3.622925E+008,1,3.767904E+008,-74.05431,-4.526926E-013,3.423701E-005,2,2024-04-01,E10
544,56,19:49:46,0.2520161,1.252666E+008,-4.384392E+008,1,4.559831E+008,-74.05481,-4.653596E-013,9.434537E-005,1,2024-04-01,E10
545,57,19:49:46,0.2003205,1.515504E+008,-5.328886E+008,1,5.540196E+008,-74.12456,-4.047452E-013,0.0000972,1,2024-04-01,E10
546,58,19:49:46,0.1588983,1.843756E+008,-6.492829E+008,1,6.749539E+008,-74.14716,-3.490337E-013,0.0000994,1,2024-04-01,E10
547,59,19:49:46,0.1260081,2.256268E+008,-7.914531E+008,1,8.229857E+008,-74.08825,-3.199411E-013,0.0000959,1,2024-04-01,E10
548,60,19:49:46,0.1001603,2.776637E+008,-9.629551E+008,1,1.002187E+009,-73.91532,-2.975089E-013,0.000096,1,2024-04-01,E10
549,0,19:41:32,100078.1,5539.466,-7975.39,1,9710.43,-55.21732,4.912874E-009,-1.325855E-006,7,2024-04-01,E11
550,1,19:41:32,79453.13,5769.265,-9680.94,1,11269.65,-59.20758,4.906157E-009,-3.586734E-006,7,2024-04-01,E11
551,2,19:41:32,63140.62,6167.734,-11774.26,1,13291.88,-62.35302,-2.485034E-011,-7.518873E-006,6,2024-04-01,E11
552,3,19:41:32,50203.12,6528.753,-14460.51,1,15866.03,-65.70138,3.750178E-011,-6.665505E-007,6,2024-04-01,E11
553,4,19:41:32,39890.62,6995.798,-17818.6,1,19142.72,-68.56442,5.140599E-011,-8.75488E-006,6,2024-04-01,E11
554,5,19:41:32,31640.63,7588.081,-22049.65,1,23318.79,-71.00981,1.526681E-010,-6.272858E-006,6,2024-04-01,E11
555,6,19:41:32,25171.88,8357.609,-27210.91,1,28465.47,-72.92609,4.265077E-011,-3.078334E-006,6,2024-04-01,E11
556,7,19:41:32,20015.62,9321.117,-33652.86,1,34919.89,-74.51842,-2.916511E-011,-3.697831E-006,6,2024-04-01,E11
557,8,19:41:32,15890.62,10610.37,-41617.03,1,42948.3,-75.697,1.66528E-010,-1.916531E-006,6,2024-04-01,E11
558,9,19:41:32,12609.38,12310.69,-51379.47,1,52833.73,-76.52576,6.782808E-011,-5.146234E-006,6,2024-04-01,E11
559,10,19:41:32,10078.13,14425.38,-63084.16,1,64712.46,-77.1197,2.235027E-010,-1.063392E-006,6,2024-04-01,E11
560,11,19:41:32,8015.625,17170.87,-77759.02,1,79632.3,-77.54768,2.919641E-010,-5.043923E-006,6,2024-04-01,E11
561,12,19:41:32,6328.125,21631.08,-95902.8,1,98312,-77.28951,-4.580236E-011,-1.389731E-005,5,2024-04-01,E11
562,13,19:41:32,5015.625,25997.79,-118224.7,1,121049.4,-77.59796,-8.222856E-011,-1.009899E-005,5,2024-04-01,E11
563,14,19:41:32,3984.375,31654.86,-145273.6,1,148682.4,-77.7075,-1.114708E-011,-1.00341E-005,5,2024-04-01,E11
564,15,19:41:32,3170.956,38753.76,-177952.8,1,182123.7,-77.71421,-6.483655E-011,-1.433335E-005,5,2024-04-01,E11
565,16,19:41:32,2527.573,47861.25,-217274.5,1,222483.5,-77.57727,-4.741224E-011,-9.806023E-006,5,2024-04-01,E11
566,17,19:41:32,1976.103,59571.27,-270071.2,1,276563.2,-77.5611,1.137065E-011,-8.668518E-006,5,2024-04-01,E11
567,18,19:41:32,1577.524,73977.6,-328721.5,1,336942.9,-77.31709,-6.673018E-011,-1.203415E-005,5,2024-04-01,E11
568,19,19:41:32,1265.625,90461.42,-398430.7,1,408571,-77.20818,-2.282548E-011,-9.637275E-006,5,2024-04-01,E11
569,20,19:41:32,998.264,113989.4,-490069.2,1,503151.4,-76.90591,2.82586E-011,-6.895141E-006,5,2024-04-01,E11
570,21,19:41:32,796.875,141391.8,-593956.8,1,610554.1,-76.60992,-3.148356E-011,-8.643554E-006,5,2024-04-01,E11
571,22,19:41:32,627.7902,182784,-727065.3,1,749689.3,-75.8883,4.373696E-012,-7.092785E-006,4,2024-04-01,E11
572,23,19:41:32,505.5147,223050.4,-874935.3,1,902919.3,-75.69802,-8.851364E-012,-1.137458E-005,4,2024-04-01,E11
573,24,19:41:32,397.9953,278441.4,-1071898,1,1107472,-75.4384,-7.89798E-012,-1.184604E-005,4,2024-04-01,E11
574,25,19:41:32,315.5048,345896.6,-1304292,1,1349378,-75.14713,-7.193308E-012,-1.317932E-005,4,2024-04-01,E11
575,26,19:41:32,252.4038,426298.1,-1572926,1,1629671,-74.83585,-6.103389E-012,-8.52521E-006,4,2024-04-01,E11
576,27,19:41:32,198.6229,533836.1,-1920830,1,1993632,-74.46835,-6.242193E-012,-1.032917E-005,4,2024-04-01,E11
577,28,19:41:32,158.3615,659959.6,-2316688,1,2408857,-74.09923,-5.61504E-012,-8.2443E-006,4,2024-04-01,E11
578,29,19:41:32,125.558,820752.7,-2805262,1,2922863,-73.69178,-6.139155E-012,-8.248069E-006,4,2024-04-01,E11
579,30,19:41:32,100.4464,1010887,-3366068,1,3514585,-73.2841,-4.520355E-012,-8.418443E-006,4,2024-04-01,E11
580,31,19:41:32,79.00281,1263788,-4089842,1,4280651,-72.82851,-4.509139E-012,-8.377487E-006,4,2024-04-01,E11
581,32,19:41:32,63.3446,1592726,-4871717,1,5125466,-71.89571,-8.093609E-012,8.855574E-005,3,2024-04-01,E11
582,33,19:41:32,49.86702,1966963,-5896200,1,6215634,-71.55138,-7.680275E-012,8.966654E-005,3,2024-04-01,E11
583,34,19:41:32,39.72458,2408938,-7068406,1,7467619,-71.18071,-7.359044E-012,8.606455E-005,3,2024-04-01,E11
584,35,19:41:32,31.6723,2947561,-8452000,1,8951224,-70.77423,-7.376539E-012,8.596131E-005,3,2024-04-01,E11
585,36,19:41:32,24.93351,3648751,-1.019834E+007,1,1.083142E+007,-70.31387,-6.698477E-012,8.541203E-005,3,2024-04-01,E11
586,37,19:41:32,19.86229,4457124,-1.217613E+007,1,1.296627E+007,-69.89463,-1.241218E-011,0.0001462,3,2024-04-01,E11
587,38,19:41:32,15.83615,5455982,-1.449655E+007,1,1.548928E+007,-69.37546,-1.166988E-011,0.0001463,3,2024-04-01,E11
588,39,19:41:32,12.40079,6813757,-1.74801E+007,1,1.876116E+007,-68.70412,-1.108775E-011,0.000147,3,2024-04-01,E11
589,40,19:41:32,9.93114,8336939,-2.061701E+007,1,2.223883E+007,-67.98297,-9.226276E-012,0.0001476,3,2024-04-01,E11
590,41,19:41:32,7.944915,1.019227E+007,-2.427619E+007,1,2.632899E+007,-67.22507,-8.477204E-012,0.0001493,3,2024-04-01,E11
591,42,19:41:32,6.317385,1.248592E+007,-2.858264E+007,1,3.119079E+007,-66.40258,-7.502966E-012,0.0001507,3,2024-04-01,E11
592,43,19:41:32,5.008013,1.516327E+007,-3.357806E+007,1,3.684306E+007,-65.69688,-6.989147E-012,0.0001517,3,2024-04-01,E11
593,44,19:41:32,3.945707,1.8525E+007,-3.952477E+007,1,4.365069E+007,-64.88783,-9.124361E-012,3.658073E-005,2,2024-04-01,E11
594,45,19:41:32,3.158693,2.172347E+007,-4.600018E+007,1,5.087166E+007,-64.7211,-8.736093E-012,3.297552E-005,2,2024-04-01,E11
595,46,19:41:32,2.504006,2.537947E+007,-5.404829E+007,1,5.971042E+007,-64.84664,-8.397048E-012,3.165248E-005,2,2024-04-01,E11
596,47,19:41:32,1.998082,2.91751E+007,-6.350565E+007,1,6.988672E+007,-65.32549,-7.99318E-012,3.586296E-005,2,2024-04-01,E11
597,48,19:41:32,1.584686,3.351158E+007,-7.540826E+007,1,8.251927E+007,-66.03954,-7.599152E-012,3.401128E-005,2,2024-04-01,E11
